FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,CUA,CUT,FAC,FAR,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
2024-05-21,18,-99,3,2,-99,-99,2,1,1,2,2,-99,-99,1,2,-99,1,-99,2,1,1,1,1,-99,2,-99,-99,1,-99,1,0,1,0,0
2024-05-21,19,-99,3,1,-99,-99,2,-99,2,1,1,-99,-99,1,1,-99,0,-99,1,1,1,-99,2,-99,2,-99,-99,1,-99,1,0,1,1,0
2024-05-21,20,-99,2,1,-99,-99,1,1,2,1,1,-99,-99,1,1,-99,1,-99,1,1,1,-99,1,-99,2,-99,-99,1,-99,1,0,1,1,0
2024-05-21,21,-99,2,2,-99,-99,1,1,1,1,1,-99,-99,1,1,-99,1,-99,1,1,1,-99,-99,-99,2,-99,-99,1,-99,1,0,1,1,0
2024-05-21,22,-99,2,2,-99,-99,1,1,1,1,1,-99,-99,0,1,-99,1,-99,1,1,1,-99,-99,-99,2,-99,-99,1,-99,1,0,0,1,0
2024-05-21,23,-99,2,1,-99,-99,1,1,0,1,1,-99,-99,0,1,-99,1,-99,1,1,1,-99,-99,-99,2,-99,-99,1,-99,1,0,0,1,0
2024-05-21,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-05-22,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-05-22,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-05-22,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-05-22,4,-99,2,3,-99,-99,1,1,1,5,2,-99,8,1,2,-99,1,-99,1,-99,1,2,-99,-99,0,-99,-99,1,10,6,0,1,-99,0
2024-05-22,5,-99,2,6,-99,-99,1,1,1,4,2,-99,11,0,2,-99,1,-99,1,-99,1,2,-99,-99,1,-99,-99,1,12,8,0,1,-99,0
2024-05-22,6,-99,2,3,-99,-99,1,1,1,4,2,-99,17,0,9,-99,1,-99,2,-99,1,2,-99,-99,2,-99,-99,1,16,20,0,1,-99,1
2024-05-22,7,-99,2,2,-99,-99,1,1,1,2,2,-99,18,0,2,-99,1,-99,5,0,1,4,-99,-99,5,-99,-99,1,15,17,0,1,-99,3
2024-05-22,8,-99,2,4,-99,-99,1,1,1,4,3,-99,14,0,5,-99,2,-99,3,1,2,6,-99,-99,1,-99,-99,1,32,15,0,8,-99,9
2024-05-22,9,-99,2,16,-99,-99,4,1,1,-99,12,-99,11,1,7,-99,4,-99,9,1,2,13,0,4,7,-99,-99,2,-99,25,0,7,-99,9
2024-05-22,10,-99,3,13,-99,-99,8,3,-99,-99,23,-99,8,1,7,-99,5,-99,14,3,2,16,2,6,13,-99,-99,4,23,20,3,7,-99,12
2024-05-22,11,-99,6,7,-99,-99,6,4,-99,-99,9,-99,7,1,9,-99,5,-99,8,6,2,18,4,12,7,-99,-99,4,10,10,3,-99,-99,11
2024-05-22,12,-99,6,5,-99,-99,6,5,1,-99,5,-99,6,2,7,-99,4,-99,7,6,3,8,5,8,4,-99,-99,8,5,8,5,8,-99,4
2024-05-22,13,-99,4,6,-99,-99,5,4,1,-99,5,-99,6,3,7,-99,4,-99,5,4,5,6,5,5,4,-99,-99,8,6,4,5,6,6,3
2024-05-22,14,-99,5,3,-99,-99,5,5,2,4,5,-99,5,3,5,-99,3,-99,4,6,4,6,5,5,5,-99,-99,6,-99,3,4,5,10,3
2024-05-22,15,-99,5,3,-99,-99,5,4,3,6,4,-99,5,2,4,-99,3,-99,4,7,3,5,4,4,6,-99,-99,5,3,5,3,4,8,4
2024-05-22,16,-99,4,3,-99,-99,4,2,3,7,4,-99,5,1,4,-99,5,-99,4,6,3,6,4,4,5,-99,-99,5,3,7,2,4,5,4
2024-05-22,17,-99,3,3,-99,-99,3,1,2,6,4,-99,4,2,4,-99,4,-99,4,4,1,4,3,4,4,-99,-99,2,3,7,0,3,4,3
2024-05-22,18,-99,2,3,-99,-99,1,1,2,5,3,-99,3,2,2,-99,3,-99,3,2,1,2,2,2,1,-99,-99,2,2,5,0,1,3,2
2024-05-22,19,-99,2,1,-99,-99,1,1,2,1,2,-99,2,1,1,-99,-99,-99,2,1,1,-99,1,1,-99,-99,-99,2,3,2,0,1,1,0
2024-05-22,20,-99,2,1,-99,-99,1,1,1,-99,-99,-99,-99,1,-99,-99,-99,-99,1,1,1,-99,1,1,0,-99,-99,1,10,1,0,0,1,0
2024-05-22,21,-99,1,1,-99,-99,0,1,0,1,-99,-99,1,1,-99,-99,0,-99,0,0,0,-99,0,1,0,-99,-99,-99,4,1,0,0,0,0
2024-05-22,22,-99,1,1,-99,-99,0,0,0,1,-99,-99,1,-99,0,-99,0,-99,0,0,0,-99,0,1,0,-99,-99,-99,0,1,0,0,1,0
2024-05-22,23,-99,1,1,-99,-99,0,0,0,0,-99,-99,1,0,0,-99,0,-99,0,4,1,-99,0,1,0,-99,-99,-99,0,1,0,0,1,0
2024-05-22,24,-99,2,1,-99,-99,1,1,0,1,-99,-99,1,0,1,-99,0,-99,0,2,-99,-99,0,1,0,-99,-99,2,0,1,0,0,1,0
2024-05-23,1,-99,2,2,-99,-99,1,1,1,1,-99,1,2,0,1,-99,0,-99,1,2,1,1,-99,2,0,-99,-99,2,0,2,0,0,1,0
2024-05-23,2,-99,2,2,-99,-99,1,2,1,2,-99,2,2,0,1,-99,0,-99,1,2,1,1,-99,2,0,-99,-99,2,1,2,0,1,1,0
2024-05-23,3,-99,2,1,-99,-99,2,2,1,1,-99,1,2,0,1,-99,0,-99,1,1,2,2,-99,2,0,-99,-99,2,1,1,0,1,1,1
2024-05-23,4,-99,2,1,-99,-99,1,2,1,1,-99,1,1,0,1,-99,0,-99,1,1,2,2,-99,2,0,-99,-99,2,1,1,0,1,1,1
2024-05-23,5,-99,2,1,-99,-99,1,2,1,1,-99,1,1,0,1,-99,0,-99,1,1,1,2,-99,2,0,-99,-99,2,5,1,0,1,1,1
2024-05-23,6,-99,2,1,-99,-99,1,2,1,1,-99,2,2,0,2,-99,1,-99,1,1,1,3,-99,1,1,-99,-99,1,1,1,0,1,1,3
2024-05-23,7,-99,2,1,-99,-99,1,2,1,1,-99,2,2,0,2,-99,1,-99,2,2,1,3,-99,2,2,-99,-99,2,2,1,0,2,2,3
2024-05-23,8,-99,2,2,-99,-99,2,-99,1,1,2,2,3,0,2,-99,2,-99,2,2,1,3,-99,3,2,-99,-99,2,2,2,0,2,2,3
2024-05-23,9,-99,2,5,-99,-99,2,2,1,2,5,2,3,1,2,-99,1,-99,2,1,2,3,1,2,-99,-99,-99,3,3,2,0,2,3,3
2024-05-23,10,-99,2,7,-99,-99,2,2,1,3,8,3,2,1,2,-99,2,-99,1,1,2,3,1,2,1,-99,-99,2,3,2,0,2,3,3
2024-05-23,11,-99,2,5,-99,-99,2,2,1,3,3,3,2,1,2,-99,2,-99,1,2,2,3,1,3,1,-99,-99,2,6,2,0,1,2,3
2024-05-23,12,-99,2,3,-99,-99,2,2,1,2,2,3,2,1,2,-99,2,-99,1,2,1,2,1,2,1,-99,-99,2,8,2,0,1,2,2
2024-05-23,13,-99,2,2,-99,-99,2,1,1,2,3,3,2,1,2,-99,2,-99,2,1,1,3,1,2,1,-99,-99,-99,1,2,0,1,2,2
2024-05-23,14,-99,2,2,-99,-99,2,1,1,2,2,3,2,1,2,-99,2,-99,2,1,1,3,1,2,1,-99,-99,-99,1,2,0,2,2,1
2024-05-23,15,-99,2,2,-99,-99,2,2,1,2,2,3,2,1,2,-99,2,-99,2,1,1,3,1,2,1,-99,-99,-99,1,2,0,2,2,1
2024-05-23,16,-99,2,1,-99,-99,2,1,1,1,1,3,2,1,2,-99,1,-99,1,1,1,3,1,2,1,-99,-99,3,1,2,0,2,2,1
2024-05-23,17,-99,2,4,-99,-99,2,1,1,3,2,2,2,0,2,-99,2,-99,1,1,1,3,1,2,1,-99,-99,1,1,3,0,2,1,1
2024-05-23,18,-99,1,4,-99,-99,1,1,1,4,4,2,2,0,2,-99,3,-99,1,2,1,2,1,2,2,-99,-99,1,3,9,0,2,5,2
2024-05-23,19,-99,2,2,-99,-99,1,2,0,2,2,3,2,0,1,-99,3,-99,1,2,1,2,1,1,2,-99,-99,2,2,5,0,1,1,3
2024-05-23,20,-99,2,1,-99,-99,1,1,0,1,1,1,1,0,1,-99,2,-99,1,-99,1,-99,1,1,0,-99,-99,1,1,3,0,1,1,1
2024-05-23,21,-99,2,1,-99,-99,1,1,0,1,2,1,1,0,2,-99,1,-99,1,-99,1,2,1,1,0,-99,-99,1,1,1,0,1,1,0
2024-05-23,22,-99,2,1,-99,-99,2,1,0,1,1,1,1,0,2,-99,1,-99,1,-99,1,2,1,1,0,-99,-99,1,0,1,0,1,1,0
2024-05-23,23,-99,2,1,-99,-99,1,1,1,1,1,1,1,0,1,-99,1,-99,1,-99,1,2,1,1,0,-99,-99,1,0,1,0,2,1,1
2024-05-23,24,-99,2,1,-99,-99,1,1,1,1,1,1,1,0,2,-99,1,-99,1,-99,1,2,1,1,0,-99,-99,1,0,1,0,1,1,2
2024-05-24,1,-99,2,1,-99,-99,1,1,1,0,1,2,2,0,2,-99,1,-99,1,-99,1,2,1,1,0,-99,-99,1,0,2,0,2,1,4
2024-05-24,2,-99,2,1,-99,-99,1,1,1,1,1,2,2,0,2,-99,1,-99,1,-99,1,3,1,1,1,-99,-99,1,0,1,0,2,1,2
2024-05-24,3,-99,2,1,-99,-99,1,1,1,1,1,2,1,0,1,-99,1,-99,1,-99,1,2,0,1,0,-99,-99,1,1,1,0,1,1,2
2024-05-24,4,-99,2,1,-99,-99,1,1,1,1,0,2,1,0,1,-99,1,-99,1,-99,1,2,0,1,0,-99,-99,1,1,1,0,1,1,3
2024-05-24,5,-99,2,1,-99,-99,1,1,1,1,0,1,1,0,1,-99,1,-99,1,-99,1,2,0,1,0,-99,-99,1,0,2,0,1,2,3
2024-05-24,6,-99,2,1,-99,-99,1,2,1,1,1,1,1,0,1,-99,1,-99,1,-99,1,2,0,2,1,-99,-99,1,0,2,0,1,2,3
2024-05-24,7,-99,2,1,-99,-99,1,2,1,1,2,2,2,0,2,-99,2,-99,1,-99,1,2,1,2,2,-99,-99,1,4,3,0,2,2,3
2024-05-24,8,-99,2,1,-99,-99,2,2,1,2,3,3,6,0,2,-99,2,-99,3,-99,1,3,1,2,3,-99,-99,2,3,2,0,3,3,2
2024-05-24,9,-99,2,2,-99,-99,2,2,1,3,2,3,6,1,3,-99,2,-99,3,-99,1,3,1,2,2,-99,-99,2,7,2,0,2,3,2
2024-05-24,10,-99,2,2,-99,-99,4,2,1,2,4,2,4,1,2,-99,1,-99,3,-99,1,3,1,2,1,-99,-99,2,3,1,0,2,2,2
2024-05-24,11,-99,3,2,-99,-99,3,2,1,2,4,2,3,1,2,-99,2,-99,2,-99,1,3,2,2,1,-99,-99,2,3,2,0,2,2,2
2024-05-24,12,-99,3,2,-99,-99,2,2,2,2,2,3,3,2,2,-99,2,-99,2,-99,2,3,2,2,2,-99,-99,2,1,2,-99,2,2,2
2024-05-24,13,-99,3,2,-99,-99,2,2,2,2,1,3,3,2,2,-99,2,-99,2,-99,2,4,2,2,1,-99,-99,2,1,2,-99,2,1,2
2024-05-24,14,-99,3,1,-99,-99,2,2,1,1,2,2,2,2,3,-99,1,-99,2,-99,2,3,2,2,1,-99,-99,2,1,1,-99,2,2,1
2024-05-24,15,-99,3,1,-99,-99,2,2,1,4,1,2,2,1,2,-99,1,-99,2,-99,1,2,2,2,1,-99,-99,2,1,2,-99,-99,6,1
2024-05-24,16,-99,3,3,-99,-99,2,2,1,6,1,2,2,1,2,-99,3,-99,1,-99,1,2,1,2,4,-99,-99,2,3,5,-99,2,6,3
2024-05-24,17,-99,2,6,-99,-99,2,1,1,6,3,5,2,1,2,-99,3,-99,1,-99,1,3,1,2,3,-99,-99,2,3,6,-99,2,3,4
2024-05-24,18,-99,2,4,-99,-99,1,1,1,3,2,2,2,1,2,-99,2,-99,1,-99,1,1,1,1,1,-99,-99,1,4,3,-99,1,1,1
2024-05-24,19,-99,2,1,-99,-99,1,1,1,2,1,-99,1,-99,1,-99,1,-99,1,1,1,1,1,1,0,-99,-99,2,3,1,-99,1,1,1
2024-05-24,20,-99,2,1,-99,-99,1,1,0,1,1,1,1,0,1,-99,1,-99,1,1,1,1,1,1,0,-99,-99,1,-99,1,-99,0,1,0
2024-05-24,21,-99,1,1,-99,-99,0,1,0,1,1,1,1,0,1,-99,1,-99,1,1,1,-99,0,1,0,-99,-99,1,0,1,-99,0,0,2
2024-05-24,22,-99,1,1,-99,-99,0,1,0,1,0,1,1,0,1,-99,0,-99,1,0,1,1,-99,1,0,-99,-99,1,0,1,-99,0,1,0
2024-05-24,23,-99,1,1,-99,-99,1,1,0,0,0,1,1,0,1,-99,0,-99,0,1,0,1,0,1,0,-99,-99,1,0,4,-99,0,0,0
2024-05-24,24,-99,1,1,-99,-99,1,1,0,1,0,1,1,0,1,-99,0,-99,1,1,0,1,0,1,0,-99,-99,1,0,2,-99,0,0,0
2024-05-25,1,-99,1,1,-99,-99,1,1,0,1,0,1,1,0,1,-99,0,-99,1,1,0,1,0,1,0,-99,-99,1,0,1,0,0,0,1
2024-05-25,2,-99,1,1,-99,-99,1,1,0,1,0,1,1,0,1,-99,0,-99,1,1,1,1,0,1,0,-99,-99,1,0,1,0,1,1,0
2024-05-25,3,-99,1,1,-99,-99,1,1,0,1,0,1,1,0,1,-99,0,-99,1,1,0,2,0,1,0,-99,-99,1,0,1,0,0,1,0
2024-05-25,4,-99,1,1,-99,-99,1,1,0,1,0,1,1,0,1,-99,0,-99,1,1,1,2,0,1,0,-99,-99,1,0,1,0,0,1,1
2024-05-25,5,-99,1,0,-99,-99,1,2,0,1,0,-99,1,0,1,-99,0,-99,1,1,1,2,0,1,0,-99,-99,1,1,1,0,1,1,2
2024-05-25,6,-99,2,1,-99,-99,1,1,0,1,1,1,1,0,1,-99,1,-99,1,1,1,-99,0,1,0,-99,-99,1,0,1,0,1,1,1
2024-05-25,7,-99,2,1,-99,-99,1,2,1,0,1,2,1,1,1,-99,1,-99,1,1,1,-99,0,1,0,-99,-99,1,1,2,0,1,1,2
2024-05-25,8,-99,2,2,-99,-99,1,3,1,1,1,2,1,1,2,-99,1,-99,1,2,1,3,1,2,1,-99,-99,2,1,3,0,1,2,3
2024-05-25,9,-99,1,2,-99,-99,1,2,1,3,2,3,2,1,2,-99,1,-99,1,1,-99,3,1,2,1,-99,-99,2,6,2,0,1,2,3
2024-05-25,10,-99,2,3,-99,-99,1,2,1,3,2,3,2,1,1,-99,1,-99,1,1,1,3,1,2,1,-99,-99,2,5,2,0,1,3,2
2024-05-25,11,-99,2,2,-99,-99,1,2,1,2,2,3,2,1,1,-99,2,-99,1,1,1,3,1,2,1,-99,-99,2,4,1,0,1,3,2
2024-05-25,12,-99,2,2,-99,-99,1,2,1,2,2,3,2,2,2,-99,2,-99,2,1,1,4,1,2,1,-99,-99,2,2,2,0,2,3,2
2024-05-25,13,-99,2,2,-99,-99,2,2,1,2,2,2,2,1,3,-99,2,-99,2,1,1,3,1,3,1,-99,-99,2,2,1,0,3,3,1
2024-05-25,14,-99,2,2,-99,-99,2,2,1,4,2,2,2,1,3,-99,1,-99,2,1,2,3,1,2,1,-99,-99,3,1,2,1,2,3,1
2024-05-25,15,-99,3,6,-99,-99,2,2,1,9,2,-99,2,1,2,-99,1,-99,2,1,2,2,1,2,0,-99,-99,3,3,5,0,2,2,0
2024-05-25,16,-99,2,5,-99,-99,1,2,1,4,4,0,1,1,1,-99,1,-99,1,1,2,2,1,1,1,-99,-99,3,3,3,0,1,2,0
2024-05-25,17,-99,2,4,-99,-99,1,1,2,3,3,1,1,1,1,-99,1,-99,2,1,1,2,1,1,1,-99,-99,2,3,3,0,1,2,1
2024-05-25,18,-99,2,3,-99,-99,1,1,1,2,3,1,1,1,1,-99,1,-99,2,1,1,1,1,1,0,-99,-99,2,2,2,0,1,1,0
2024-05-25,19,-99,2,1,-99,-99,1,1,1,1,1,1,1,1,1,-99,1,-99,1,1,1,1,1,1,0,-99,-99,1,4,1,0,1,-99,0
2024-05-25,20,-99,2,1,-99,-99,1,1,0,1,1,1,1,1,1,-99,1,-99,1,1,1,1,0,1,0,-99,-99,1,0,1,0,1,0,0
2024-05-25,21,-99,1,1,-99,-99,1,1,0,0,1,1,1,0,1,-99,1,-99,1,-99,1,1,0,1,0,-99,-99,1,0,1,0,1,0,0
2024-05-25,22,-99,1,1,-99,-99,1,1,0,1,1,1,1,0,1,-99,1,-99,1,-99,1,2,0,1,0,-99,-99,1,0,1,0,1,0,0
2024-05-25,23,-99,1,1,-99,-99,1,1,0,1,1,1,2,0,2,-99,1,-99,1,-99,1,2,0,1,0,-99,-99,1,0,1,0,1,1,0
2024-05-25,24,-99,2,1,-99,-99,1,1,0,0,0,1,2,0,3,-99,1,-99,1,-99,1,2,0,1,0,-99,-99,1,0,1,0,1,1,1
2024-05-26,1,-99,1,1,-99,-99,1,1,0,0,0,1,2,0,3,-99,1,-99,1,-99,1,2,0,1,0,-99,-99,1,0,1,0,1,1,0
2024-05-26,2,-99,2,1,-99,-99,0,1,0,0,1,-99,1,0,2,-99,1,-99,1,-99,1,2,0,1,0,-99,-99,1,0,2,0,1,0,1
2024-05-26,3,-99,2,1,-99,-99,1,1,0,0,0,1,1,0,1,-99,1,-99,1,-99,1,2,0,1,0,-99,-99,1,0,2,0,1,0,0
2024-05-26,4,-99,2,1,-99,-99,1,1,0,0,0,1,1,0,1,-99,1,-99,0,-99,1,2,0,1,0,-99,-99,1,0,1,0,1,0,0
2024-05-26,5,-99,2,1,-99,-99,1,2,0,0,0,1,1,0,1,-99,1,-99,1,-99,1,2,0,1,0,-99,-99,1,0,2,0,1,0,0
2024-05-26,6,-99,2,1,-99,-99,1,1,0,-99,0,2,1,0,1,-99,1,-99,1,-99,1,3,0,2,0,-99,-99,1,0,2,0,1,1,0
2024-05-26,7,-99,2,1,-99,-99,1,1,0,-99,1,2,1,0,2,-99,1,-99,1,1,1,2,0,1,1,-99,-99,2,0,1,0,1,1,1
2024-05-26,8,-99,2,1,-99,-99,1,1,1,-99,1,1,2,0,-99,-99,1,-99,1,1,1,2,0,1,1,-99,-99,2,9,1,0,1,2,1
2024-05-26,9,-99,2,3,-99,-99,1,4,1,-99,2,1,2,1,1,-99,1,-99,1,1,1,2,0,1,1,-99,-99,2,1,1,0,1,3,1
2024-05-26,10,-99,2,4,-99,-99,1,3,1,-99,2,2,2,1,1,-99,1,-99,1,2,1,2,0,1,1,-99,-99,1,3,1,0,1,3,1
2024-05-26,11,-99,2,2,-99,-99,1,2,1,-99,2,2,2,1,1,-99,1,-99,2,2,1,2,0,1,2,-99,-99,2,3,2,0,1,2,2
2024-05-26,12,-99,2,2,-99,-99,1,2,1,-99,2,3,2,2,2,-99,2,-99,2,2,1,3,1,1,-99,-99,-99,2,1,2,0,1,2,2
2024-05-26,13,-99,2,2,-99,-99,1,2,1,-99,1,2,2,1,2,-99,2,-99,2,1,1,3,1,2,1,-99,-99,2,1,2,0,1,-99,1
2024-05-26,14,-99,2,2,-99,-99,1,2,1,-99,2,2,2,1,2,-99,1,-99,2,1,1,2,-99,2,0,-99,-99,2,1,1,0,2,-99,0
2024-05-26,15,-99,2,2,-99,-99,1,2,2,3,1,2,2,1,1,-99,1,-99,1,1,1,2,-99,1,1,-99,-99,2,1,2,0,1,-99,0
2024-05-26,16,-99,2,3,-99,-99,1,2,1,6,2,2,2,1,1,-99,1,-99,1,2,1,2,1,1,1,-99,-99,2,2,2,0,1,-99,0
2024-05-26,17,-99,2,5,-99,-99,1,1,1,5,3,2,2,1,2,-99,1,-99,2,1,1,2,1,1,1,-99,-99,2,3,4,0,2,-99,1
2024-05-26,18,-99,-99,3,-99,-99,1,1,1,2,2,-99,1,1,1,-99,1,-99,1,1,1,1,1,1,0,-99,-99,1,-99,2,0,1,-99,0
2024-05-26,19,-99,-99,1,-99,-99,1,1,0,1,0,0,1,1,1,-99,1,-99,1,1,0,1,0,1,0,-99,-99,-99,-99,1,0,0,-99,0
2024-05-26,20,-99,-99,1,-99,-99,0,1,0,1,0,0,1,0,1,-99,1,-99,-99,-99,-99,-99,-99,1,0,-99,-99,1,-99,0,0,0,-99,-99
2024-05-26,21,-99,1,1,-99,-99,0,1,0,1,0,1,1,0,1,-99,0,-99,0,1,0,1,0,1,0,-99,-99,1,-99,0,0,0,0,0
2024-05-26,22,-99,1,0,-99,-99,0,1,0,0,0,1,1,0,1,-99,0,-99,0,1,3,1,0,0,0,-99,-99,3,-99,1,0,0,0,0
2024-05-26,23,-99,2,1,-99,-99,1,8,0,0,1,1,1,0,1,-99,0,-99,1,1,1,1,0,1,0,-99,-99,2,-99,1,0,1,0,0
2024-05-26,24,-99,3,1,-99,-99,2,4,0,0,0,1,1,0,1,-99,0,-99,0,3,2,5,0,5,0,-99,-99,4,-99,1,0,0,0,0
2024-05-27,1,-99,2,1,-99,-99,1,3,0,0,0,2,2,0,2,-99,0,-99,1,2,2,5,0,4,1,-99,-99,4,-99,1,0,2,0,0
2024-05-27,2,-99,2,1,-99,-99,2,2,1,0,0,2,2,0,3,-99,0,-99,1,1,2,5,0,3,1,-99,-99,3,-99,1,1,2,0,1
2024-05-27,3,-99,2,1,-99,-99,1,3,1,0,0,2,3,0,3,-99,0,-99,1,1,2,4,0,3,1,-99,-99,3,-99,1,0,2,3,2
2024-05-27,4,-99,2,1,-99,-99,1,3,0,1,0,2,3,0,2,-99,1,-99,0,1,1,4,0,3,1,-99,-99,3,-99,1,0,2,2,1
2024-05-27,5,-99,2,1,-99,-99,1,3,1,0,0,2,2,0,2,-99,0,-99,1,1,1,4,0,2,0,-99,-99,2,-99,1,0,-99,1,1
2024-05-27,6,-99,2,1,-99,-99,1,3,1,0,0,2,2,0,2,-99,1,-99,1,2,2,3,0,2,1,-99,-99,2,-99,1,0,1,2,3
2024-05-27,7,-99,2,1,-99,-99,1,3,2,0,2,2,2,0,3,-99,1,-99,1,2,2,4,1,3,1,-99,-99,2,-99,2,0,2,3,3
2024-05-27,8,-99,2,1,-99,-99,2,4,2,1,2,3,3,1,4,-99,2,-99,1,2,2,5,1,3,1,-99,-99,3,-99,2,0,3,6,3
2024-05-27,9,-99,2,1,-99,-99,2,3,1,2,3,4,3,1,3,-99,2,-99,2,2,2,5,1,3,1,-99,-99,3,-99,2,1,3,3,4
2024-05-27,10,-99,2,2,-99,-99,2,2,1,3,4,-99,3,1,3,-99,2,-99,2,2,2,4,1,3,-99,-99,-99,4,10,3,1,3,3,3
2024-05-27,11,-99,2,2,-99,-99,2,3,-99,3,2,4,3,1,2,-99,2,-99,2,3,2,4,1,3,2,-99,-99,3,6,2,0,2,2,-99
2024-05-27,12,-99,2,1,-99,-99,2,2,-99,2,2,3,2,1,2,-99,2,-99,2,3,-99,4,1,3,1,-99,-99,3,4,1,0,2,2,2
2024-05-27,13,-99,2,1,-99,-99,2,2,-99,1,2,2,3,1,3,-99,1,-99,2,2,-99,3,1,3,1,-99,-99,-99,2,2,0,2,2,0
2024-05-27,14,-99,3,1,-99,-99,2,2,-99,2,2,2,2,1,2,-99,1,-99,2,1,2,3,2,2,1,-99,-99,-99,1,1,0,2,1,0
2024-05-27,15,-99,3,2,-99,-99,1,2,-99,2,1,2,1,2,1,-99,1,-99,1,1,2,2,1,2,0,-99,-99,-99,1,1,0,1,2,-99
2024-05-27,16,-99,2,2,-99,-99,1,2,-99,3,1,-99,1,1,1,-99,1,-99,1,1,2,2,1,1,0,-99,-99,2,1,2,0,1,2,0
2024-05-27,17,-99,2,2,-99,-99,1,2,1,1,2,1,1,1,1,-99,1,-99,1,1,1,2,1,2,0,-99,-99,2,1,1,0,1,1,0
2024-05-27,18,-99,2,1,-99,-99,1,1,1,1,1,1,1,1,1,-99,1,-99,1,1,1,1,1,1,0,-99,-99,2,1,1,0,1,1,0
2024-05-27,19,-99,2,1,-99,-99,1,2,0,1,1,1,1,0,1,-99,1,-99,1,1,1,2,1,1,0,-99,-99,1,0,1,0,1,1,0
2024-05-27,20,-99,1,1,-99,-99,1,1,0,1,0,1,1,0,1,-99,1,-99,1,1,2,2,0,1,0,-99,-99,2,1,1,0,1,1,0
2024-05-27,21,-99,2,1,-99,-99,1,1,0,1,1,1,1,0,1,-99,1,-99,1,1,1,2,1,1,0,-99,-99,2,1,1,0,1,1,0
2024-05-27,22,-99,2,1,-99,-99,1,1,1,1,1,1,1,0,1,-99,0,-99,1,1,1,2,1,1,0,-99,-99,2,3,1,0,1,1,0
2024-05-27,23,-99,2,1,-99,-99,1,1,1,1,1,1,2,1,1,-99,0,-99,1,1,1,2,0,1,0,-99,-99,1,1,1,0,1,1,0
2024-05-27,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-05-28,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-05-28,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-05-28,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-05-28,4,-99,2,7,-99,-99,1,1,1,-99,2,-99,1,1,1,-99,1,-99,2,-99,1,1,0,1,0,-99,-99,1,-99,0,0,0,1,1
2024-05-28,5,-99,1,7,-99,-99,1,1,0,-99,3,-99,5,0,1,-99,1,-99,3,-99,1,1,0,1,0,-99,-99,1,8,1,0,1,2,2
2024-05-28,6,-99,1,12,-99,-99,1,1,1,-99,5,-99,8,0,1,-99,1,-99,6,-99,0,2,0,1,0,-99,-99,1,15,2,0,1,2,2
2024-05-28,7,-99,1,13,-99,-99,1,2,3,-99,6,-99,10,1,2,-99,1,-99,6,-99,1,3,0,1,0,-99,-99,1,20,4,0,1,5,4
2024-05-28,8,-99,1,15,-99,-99,1,2,2,-99,11,-99,6,1,2,-99,2,-99,7,-99,0,4,1,2,1,-99,-99,2,29,6,0,1,8,4
2024-05-28,9,-99,1,15,-99,-99,1,1,3,-99,31,-99,19,1,8,-99,4,-99,8,-99,0,8,0,2,2,-99,-99,2,31,9,0,8,13,6
2024-05-28,10,-99,2,13,-99,-99,2,1,0,-99,13,-99,11,1,9,-99,4,-99,2,-99,1,5,1,2,4,-99,-99,2,17,14,0,4,-99,6
2024-05-28,11,-99,2,11,-99,-99,1,1,1,-99,4,-99,6,1,3,-99,4,-99,2,-99,1,3,1,2,3,-99,-99,2,7,8,0,1,-99,4
2024-05-28,12,-99,2,5,-99,-99,1,1,1,-99,3,-99,2,1,1,-99,3,-99,2,-99,1,2,1,1,3,-99,-99,-99,4,4,0,0,8,4
